20140901,452760510.6241625,293811056.2460356
20140902,360649384.2350956,250779012.22127184
20140903,391116510.8147887,340150351.6155153
20140904,398024710.39813435,286962708.5074046
20140905,267035484.271029,251497720.96428502
20140906,161216286.52555263,176815325.91542637
20140907,143872315.64694613,178156145.3129481
20140908,406177944.4338331,309777493.71091
20140909,415206068.8221926,279939456.77396226
20140910,450086621.9893875,297246212.4769315
20140911,360813880.55301327,299303011.60274035
20140912,223223724.8821217,251095944.292687
20140913,133331189.3201872,196871325.217191
20140914,137385945.61477786,221353461.36387885
20140915,411674739.4829312,288107552.4958854
20140916,456993888.1816208,358476830.6526949
20140917,335011504.2980539,342303962.7544503
20140918,353105423.8266209,274544195.8471245
20140919,230521858.95672056,256970330.29774892
20140920,156517557.60760424,170121337.10558254
20140921,142782109.39425373,211385533.82618123
20140922,338211324.91514707,326982105.6697393
20140923,331828621.05102706,301212465.469487
20140924,314372283.4043951,340722862.24052906
20140925,306114967.8386449,309637962.8296527
20140926,203455210.62843177,307080207.9504565
20140927,128143680.07584432,228378046.51522896
20140928,135053788.623215,259605826.07407278
20140929,339995151.67639506,336823706.96324
20140930,347834435.1934612,336959571.7034105
